BFS_Iterative, 3, 11, 0, 0, 3
BFS_Recursive, 3, 11, 0, 0, 3
DFS_Iterative, 3, 16, 0, 0, 3
DFS_Recursive, 3, 16, 0, 0, 3
Dijkstra, 3, 7, 0, 0, 3
A*, 3, 6, 0, 0, 3
BFS_Iterative, 2, 6, 0, 0, 1
BFS_Recursive, 2, 6, 0, 0, 1
DFS_Iterative, 2, 16, 0, 0, 1
DFS_Recursive, 2, 16, 0, 0, 1
Dijkstra, 2, 3, 0, 0, 1
A*, 2, 3, 0, 0, 1
BFS_Iterative, 5, 14, 0, 0, 6
BFS_Recursive, 5, 14, 0, 0, 6
DFS_Iterative, 5, 16, 0, 0, 6
DFS_Recursive, 5, 16, 0, 0, 6
Dijkstra, 5, 11, 0, 0, 6
A*, 5, 11, 0.966, 0, 6
BFS_Iterative, 4, 13, 0, 0, 5
BFS_Recursive, 4, 13, 0, 0, 5
DFS_Iterative, 4, 7, 0, 0, 5
DFS_Recursive, 4, 7, 0, 0, 5
Dijkstra, 4, 14, 0, 0, 5
A*, 4, 12, 0, 0, 5
BFS_Iterative, 5, 15, 0, 0, 5
BFS_Recursive, 5, 15, 0, 0, 5
DFS_Iterative, 5, 8, 0, 0, 5
DFS_Recursive, 5, 8, 0, 0, 5
Dijkstra, 5, 10, 0, 0, 5
A*, 5, 9, 0, 0, 5
BFS_Iterative, 2, 10, 0, 0, 1
BFS_Recursive, 2, 10, 0, 0, 1
DFS_Iterative, 2, 5, 0, 0, 1
DFS_Recursive, 2, 5, 0, 0, 1
Dijkstra, 2, 5, 0, 0, 1
A*, 2, 5, 0, 0, 1
BFS_Iterative, 4, 13, 0, 0, 4
BFS_Recursive, 4, 13, 0, 0, 4
DFS_Iterative, 6, 16, 0, 0, 8
DFS_Recursive, 6, 16, 0, 0, 8
Dijkstra, 4, 10, 0, 0, 4
A*, 4, 9, 0, 0, 4
BFS_Iterative, 6, 16, 0, 0, 8
BFS_Recursive, 6, 16, 0, 0, 8
DFS_Iterative, 6, 16, 0, 0, 8
DFS_Recursive, 6, 16, 0, 0, 8
Dijkstra, 6, 16, 0, 0, 8
A*, 6, 16, 0, 0, 8
BFS_Iterative, 2, 8, 0, 0, 1
BFS_Recursive, 2, 8, 0, 0, 1
DFS_Iterative, 2, 16, 0, 0, 1
DFS_Recursive, 2, 16, 0, 0, 1
Dijkstra, 2, 3, 0, 0, 1
A*, 2, 3, 0, 0, 1
BFS_Iterative, 5, 16, 0, 0, 5
BFS_Recursive, 5, 16, 0, 0, 5
DFS_Iterative, 5, 16, 0.997, 0, 5
DFS_Recursive, 5, 16, 0, 0, 5
Dijkstra, 5, 14, 0, 0, 5
A*, 5, 12, 0, 0, 5
BFS_Iterative, 4, 14, 0, 0, 6
BFS_Recursive, 4, 14, 0, 0, 6
DFS_Iterative, 6, 9, 0, 0, 8
DFS_Recursive, 6, 9, 0, 0, 8
Dijkstra, 4, 13, 0, 0, 6
A*, 4, 12, 0, 0, 6
BFS_Iterative, 5, 16, 0, 0, 6
BFS_Recursive, 5, 16, 0, 0, 6
DFS_Iterative, 7, 16, 0, 0, 8
DFS_Recursive, 7, 16, 0, 0, 8
Dijkstra, 5, 16, 0, 0, 6
A*, 5, 16, 0, 0, 6
BFS_Iterative, 6, 16, 0, 0, 8
BFS_Recursive, 6, 16, 0, 0, 8
DFS_Iterative, 8, 16, 0, 0, 10
DFS_Recursive, 8, 16, 0, 0, 10
Dijkstra, 6, 16, 0, 0, 8
A*, 6, 16, 0, 0, 8
BFS_Iterative, 3, 8, 0, 0, 4
BFS_Recursive, 3, 8, 0, 0, 4
DFS_Iterative, 11, 16, 0, 0, 14
DFS_Recursive, 11, 16, 0, 0, 14
Dijkstra, 3, 9, 0.972, 0, 4
A*, 3, 8, 0, 0, 4
BFS_Iterative, 4, 14, 0, 0, 5
BFS_Recursive, 4, 14, 0, 0, 5
DFS_Iterative, 6, 10, 0, 0, 7
DFS_Recursive, 6, 10, 0, 0, 7
Dijkstra, 4, 10, 0, 0, 5
A*, 4, 10, 0, 0, 5
BFS_Iterative, 4, 15, 0, 0, 5
BFS_Recursive, 4, 15, 0, 0, 5
DFS_Iterative, 6, 12, 0, 0, 7
DFS_Recursive, 6, 12, 0.97, 0, 7
Dijkstra, 4, 14, 0, 0, 5
A*, 4, 14, 0, 0.997, 5
BFS_Iterative, 2, 5, 0, 0, 2
BFS_Recursive, 2, 5, 0, 0, 2
DFS_Iterative, 2, 16, 0, 0, 2
DFS_Recursive, 2, 16, 0, 0, 2
Dijkstra, 2, 4, 0, 0, 2
A*, 2, 4, 0, 0, 2
BFS_Iterative, 2, 7, 0, 0, 1
BFS_Recursive, 2, 7, 0, 0, 1
DFS_Iterative, 2, 4, 0, 0, 1
DFS_Recursive, 2, 4, 0, 0, 1
Dijkstra, 2, 4, 0, 0, 1
A*, 2, 4, 0, 0, 1
BFS_Iterative, 3, 8, 0, 0, 3
BFS_Recursive, 3, 8, 0, 0, 3
DFS_Iterative, 3, 16, 0, 0, 3
DFS_Recursive, 3, 16, 0, 0, 3
Dijkstra, 3, 5, 0, 0, 3
A*, 3, 5, 0, 0, 3
BFS_Iterative, 3, 6, 0, 0, 2
BFS_Recursive, 3, 6, 0, 0, 2
DFS_Iterative, 5, 10, 0.997, 0, 6
DFS_Recursive, 5, 10, 0, 0, 6
Dijkstra, 3, 4, 0, 0, 2
A*, 3, 4, 0, 0, 2
BFS_Iterative, 4, 12, 0, 0, 4
BFS_Recursive, 4, 12, 0, 0, 4
DFS_Iterative, 10, 15, 0, 0, 14
DFS_Recursive, 10, 15, 0, 0, 14
Dijkstra, 4, 8, 0, 0, 4
A*, 4, 8, 0, 0, 4
BFS_Iterative, 2, 5, 0, 0, 2
BFS_Recursive, 2, 5, 0, 0, 2
DFS_Iterative, 2, 3, 0, 0, 2
DFS_Recursive, 2, 3, 0, 0, 2
Dijkstra, 2, 3, 0, 0, 2
A*, 2, 3, 0, 0.974, 2
BFS_Iterative, 4, 12, 0, 0, 4
BFS_Recursive, 4, 12, 0, 0, 4
DFS_Iterative, 10, 15, 0, 0, 14
DFS_Recursive, 10, 15, 0, 0.998, 14
Dijkstra, 4, 8, 0, 0, 4
A*, 4, 7, 0, 0, 4
BFS_Iterative, 5, 16, 0, 0, 5
BFS_Recursive, 5, 16, 0, 0, 5
DFS_Iterative, 7, 11, 0, 0, 9
DFS_Recursive, 7, 11, 0.997, 0, 9
Dijkstra, 5, 13, 0, 0, 5
A*, 5, 13, 0, 0, 5
BFS_Iterative, 5, 15, 0, 0, 5
BFS_Recursive, 5, 15, 0, 0, 5
DFS_Iterative, 9, 14, 0, 0, 13
DFS_Recursive, 9, 14, 0, 0, 13
Dijkstra, 5, 13, 0.997, 0, 5
A*, 5, 11, 0, 0, 5
BFS_Iterative, 4, 12, 0, 0, 5
BFS_Recursive, 4, 12, 0, 0, 5
DFS_Iterative, 10, 14, 0, 0, 13
DFS_Recursive, 10, 14, 0, 0, 13
Dijkstra, 4, 12, 0.996, 0, 5
A*, 4, 12, 0, 0, 5
BFS_Iterative, 2, 4, 0, 0, 1
BFS_Recursive, 2, 4, 0, 0.97, 1
DFS_Iterative, 2, 16, 0, 0, 1
DFS_Recursive, 2, 16, 0, 0, 1
Dijkstra, 2, 2, 0, 0, 1
A*, 2, 2, 0, 0, 1
BFS_Iterative, 2, 6, 0, 0, 2
BFS_Recursive, 2, 6, 0, 0, 2
DFS_Iterative, 2, 16, 0, 0, 2
DFS_Recursive, 2, 16, 0, 0.998, 2
Dijkstra, 2, 4, 0, 0, 2
A*, 2, 4, 0, 0, 2
BFS_Iterative, 4, 13, 0, 0, 6
BFS_Recursive, 4, 13, 0, 0, 6
DFS_Iterative, 8, 16, 0, 0, 10
DFS_Recursive, 8, 16, 0, 0, 10
Dijkstra, 4, 12, 0, 0.971, 6
A*, 4, 12, 0, 0, 6
BFS_Iterative, 5, 15, 0, 0, 6
BFS_Recursive, 5, 15, 0, 0, 6
DFS_Iterative, 9, 13, 0, 0, 12
DFS_Recursive, 9, 13, 0, 0, 12
Dijkstra, 5, 15, 0, 0, 6
A*, 5, 15, 0, 0, 6
BFS_Iterative, 3, 15, 0, 0.998, 3
BFS_Recursive, 3, 15, 0, 0, 3
DFS_Iterative, 3, 7, 0, 0, 3
DFS_Recursive, 3, 7, 0, 0, 3
Dijkstra, 3, 10, 0, 0, 3
A*, 3, 7, 0, 0, 3
BFS_Iterative, 5, 16, 0, 0, 6
BFS_Recursive, 5, 16, 0, 0, 6
DFS_Iterative, 7, 16, 0, 0, 8
DFS_Recursive, 7, 16, 0, 0, 8
Dijkstra, 5, 16, 0.971, 0, 6
A*, 5, 16, 0.967, 0, 6
BFS_Iterative, 4, 13, 0, 0, 5
BFS_Recursive, 4, 13, 0, 0, 5
DFS_Iterative, 8, 12, 0, 0, 11
DFS_Recursive, 8, 12, 0, 0, 11
Dijkstra, 4, 10, 0, 0.973, 5
A*, 4, 10, 0, 0, 5
BFS_Iterative, 4, 13, 0, 0, 5
BFS_Recursive, 4, 13, 0, 0, 5
DFS_Iterative, 8, 12, 0, 0, 11
DFS_Recursive, 8, 12, 0, 0, 11
Dijkstra, 4, 10, 0, 0, 5
A*, 4, 10, 0, 0.981, 5
BFS_Iterative, 2, 9, 0, 0, 2
BFS_Recursive, 2, 9, 0, 0, 2
DFS_Iterative, 2, 15, 0, 0, 2
DFS_Recursive, 2, 15, 0, 0, 2
Dijkstra, 2, 5, 0, 0, 2
A*, 2, 5, 0, 0, 2
BFS_Iterative, 4, 13, 0, 0, 6
BFS_Recursive, 4, 13, 0, 0, 6
DFS_Iterative, 4, 7, 0, 0, 6
DFS_Recursive, 4, 7, 0, 0, 6
Dijkstra, 4, 12, 0, 0, 6
A*, 4, 10, 0, 0, 6
BFS_Iterative, 4, 15, 0, 0, 5
BFS_Recursive, 4, 15, 0, 0, 5
DFS_Iterative, 6, 12, 0, 0, 7
DFS_Recursive, 6, 12, 0, 0, 7
Dijkstra, 4, 14, 0, 0, 5
A*, 4, 14, 0, 0, 5
BFS_Iterative, 2, 8, 0, 0, 2
BFS_Recursive, 2, 8, 0, 0, 2
DFS_Iterative, 2, 15, 0, 0, 2
DFS_Recursive, 2, 15, 0, 0, 2
Dijkstra, 2, 5, 0, 0, 2
A*, 2, 5, 0, 0, 2
BFS_Iterative, 4, 10, 0, 0, 5
BFS_Recursive, 4, 10, 0, 0, 5
DFS_Iterative, 4, 16, 0, 0, 5
DFS_Recursive, 4, 16, 0, 0, 5
Dijkstra, 4, 9, 0, 0, 5
A*, 4, 9, 0, 0, 5
BFS_Iterative, 3, 11, 0, 0, 4
BFS_Recursive, 3, 11, 0.999, 0, 4
DFS_Iterative, 5, 9, 0, 0, 6
DFS_Recursive, 5, 9, 0, 0, 6
Dijkstra, 3, 11, 0, 0, 4
A*, 3, 11, 0, 0, 4
BFS_Iterative, 3, 8, 0, 0, 3
BFS_Recursive, 3, 8, 0, 0, 3
DFS_Iterative, 3, 16, 0, 0, 3
DFS_Recursive, 3, 16, 0, 0, 3
Dijkstra, 3, 5, 0, 0, 3
A*, 3, 5, 0, 0, 3
BFS_Iterative, 4, 13, 0, 0, 6
BFS_Recursive, 4, 13, 0, 0, 6
DFS_Iterative, 10, 16, 0, 0, 12
DFS_Recursive, 10, 16, 0, 0, 12
Dijkstra, 4, 12, 0.996, 0, 6
A*, 4, 10, 0, 0, 6
BFS_Iterative, 2, 11, 0, 0, 1
BFS_Recursive, 2, 11, 0, 0, 1
DFS_Iterative, 2, 5, 0, 0, 1
DFS_Recursive, 2, 5, 0, 0, 1
Dijkstra, 2, 5, 0, 0, 1
A*, 2, 5, 0, 0, 1
BFS_Iterative, 6, 16, 0, 0, 7
BFS_Recursive, 6, 16, 0, 0, 7
DFS_Iterative, 6, 10, 0, 0, 7
DFS_Recursive, 6, 10, 0, 0, 7
Dijkstra, 6, 16, 0.997, 0, 7
A*, 6, 16, 0.968, 0, 7
BFS_Iterative, 3, 10, 0, 0, 4
BFS_Recursive, 3, 10, 0, 0, 4
DFS_Iterative, 5, 8, 0, 0, 6
DFS_Recursive, 5, 8, 0, 0, 6
Dijkstra, 3, 9, 0, 0, 4
A*, 3, 8, 0, 0.999, 4
BFS_Iterative, 2, 5, 0, 0, 1
BFS_Recursive, 2, 5, 0, 0, 1
DFS_Iterative, 2, 3, 0, 0, 1
DFS_Recursive, 2, 3, 0, 0, 1
Dijkstra, 2, 3, 0, 0, 1
A*, 2, 3, 0, 0, 1
BFS_Iterative, 3, 14, 0, 0, 4
BFS_Recursive, 3, 14, 0, 0, 4
DFS_Iterative, 5, 9, 0, 0, 6
DFS_Recursive, 5, 9, 0, 0, 6
Dijkstra, 3, 11, 0, 0, 4
A*, 3, 11, 0, 0, 4
BFS_Iterative, 4, 13, 0, 0, 6
BFS_Recursive, 4, 13, 0, 0, 6
DFS_Iterative, 10, 16, 0, 0, 12
DFS_Recursive, 10, 16, 0, 0, 12
Dijkstra, 4, 12, 0, 0.998, 6
A*, 4, 10, 0, 0, 6
BFS_Iterative, 4, 16, 0, 0, 4
BFS_Recursive, 4, 16, 0, 0, 4
DFS_Iterative, 4, 10, 0, 0, 4
DFS_Recursive, 4, 10, 0, 0, 4
Dijkstra, 4, 11, 0.971, 0, 4
A*, 4, 10, 0.999, 0, 4
BFS_Iterative, 6, 16, 0, 0, 8
BFS_Recursive, 6, 16, 0, 0, 8
DFS_Iterative, 8, 14, 0, 0, 10
DFS_Recursive, 8, 14, 0, 0, 10
Dijkstra, 6, 15, 0, 0, 8
A*, 6, 15, 0, 0, 8
BFS_Iterative, 4, 11, 0, 0, 4
BFS_Recursive, 4, 11, 0, 0, 4
DFS_Iterative, 4, 7, 0, 0, 4
DFS_Recursive, 4, 7, 0, 0, 4
Dijkstra, 4, 8, 0, 0, 4
A*, 4, 7, 0, 0, 4
BFS_Iterative, 4, 13, 0, 0, 6
BFS_Recursive, 4, 13, 0, 0, 6
DFS_Iterative, 8, 16, 0, 0, 10
DFS_Recursive, 8, 16, 0, 0, 10
Dijkstra, 4, 12, 0, 0, 6
A*, 4, 12, 0.968, 0, 6
BFS_Iterative, 5, 16, 0, 0, 7
BFS_Recursive, 5, 16, 0, 0, 7
DFS_Iterative, 7, 16, 0, 0, 9
DFS_Recursive, 7, 16, 0, 0, 9
Dijkstra, 5, 14, 0.972, 0, 7
A*, 5, 14, 0, 0, 7
BFS_Iterative, 2, 5, 0, 0, 1
BFS_Recursive, 2, 5, 0, 0, 1
DFS_Iterative, 2, 3, 0, 0, 1
DFS_Recursive, 2, 3, 0, 0, 1
Dijkstra, 2, 3, 0, 0, 1
A*, 2, 3, 0, 0, 1
BFS_Iterative, 2, 6, 0, 0, 2
BFS_Recursive, 2, 6, 0, 0, 2
DFS_Iterative, 2, 16, 0, 0, 2
DFS_Recursive, 2, 16, 0, 0, 2
Dijkstra, 2, 4, 0, 0, 2
A*, 2, 4, 0, 0, 2
BFS_Iterative, 2, 5, 0, 0, 2
BFS_Recursive, 2, 5, 0, 0, 2
DFS_Iterative, 2, 16, 0, 0, 2
DFS_Recursive, 2, 16, 0, 0, 2
Dijkstra, 2, 4, 0, 0, 2
A*, 2, 4, 0, 0, 2
BFS_Iterative, 5, 13, 0, 0, 7
BFS_Recursive, 5, 13, 0, 0, 7
DFS_Iterative, 5, 8, 0, 0, 7
DFS_Recursive, 5, 8, 0, 0, 7
Dijkstra, 5, 13, 0, 0, 7
A*, 5, 13, 0, 0, 7
BFS_Iterative, 6, 15, 0, 0, 7
BFS_Recursive, 6, 15, 0, 0, 7
DFS_Iterative, 6, 12, 0, 0, 7
DFS_Recursive, 6, 12, 0, 0, 7
Dijkstra, 6, 14, 0, 0, 7
A*, 6, 13, 0, 0, 7
BFS_Iterative, 3, 11, 0, 0, 3
BFS_Recursive, 3, 11, 0, 0, 3
DFS_Iterative, 3, 16, 0, 0, 3
DFS_Recursive, 3, 16, 0, 0, 3
Dijkstra, 3, 7, 0, 0, 3
A*, 3, 7, 0, 0, 3
BFS_Iterative, 3, 8, 0, 0, 3
BFS_Recursive, 3, 8, 0, 0, 3
DFS_Iterative, 11, 16, 0, 0, 15
DFS_Recursive, 11, 16, 0, 0, 15
Dijkstra, 3, 6, 0, 0, 3
A*, 3, 6, 0, 0, 3
BFS_Iterative, 2, 8, 0, 0, 1
BFS_Recursive, 2, 8, 0, 0, 1
DFS_Iterative, 2, 16, 0, 0, 1
DFS_Recursive, 2, 16, 0, 0, 1
Dijkstra, 2, 3, 0.997, 0, 1
A*, 2, 3, 0, 0, 1
BFS_Iterative, 7, 16, 0, 0, 9
BFS_Recursive, 7, 16, 0, 0, 9
DFS_Iterative, 7, 16, 0, 0, 9
DFS_Recursive, 7, 16, 0, 0, 9
Dijkstra, 7, 16, 0, 0, 9
A*, 7, 16, 0.97, 0, 9
BFS_Iterative, 3, 15, 0, 0, 2
BFS_Recursive, 3, 15, 0, 0, 2
DFS_Iterative, 3, 8, 0, 0, 2
DFS_Recursive, 3, 8, 0, 0, 2
Dijkstra, 3, 10, 0.999, 0, 2
A*, 3, 8, 0, 0, 2
BFS_Iterative, 4, 14, 0, 0, 6
BFS_Recursive, 4, 14, 0, 0, 6
DFS_Iterative, 6, 16, 0, 0, 8
DFS_Recursive, 6, 16, 0, 0, 8
Dijkstra, 4, 13, 0, 0, 6
A*, 4, 12, 0, 0, 6
BFS_Iterative, 5, 15, 0, 0, 5
BFS_Recursive, 5, 15, 0, 0, 5
DFS_Iterative, 9, 16, 0, 0, 13
DFS_Recursive, 9, 16, 0, 0, 13
Dijkstra, 5, 12, 0, 0, 5
A*, 5, 11, 0, 0, 5
BFS_Iterative, 3, 9, 0, 0, 2
BFS_Recursive, 3, 9, 0, 0, 2
DFS_Iterative, 3, 5, 0, 0, 2
DFS_Recursive, 3, 5, 0, 0, 2
Dijkstra, 3, 5, 0, 0, 2
A*, 3, 5, 0, 0, 2
BFS_Iterative, 2, 7, 0, 0, 1
BFS_Recursive, 2, 7, 0, 0, 1
DFS_Iterative, 2, 15, 0, 0, 1
DFS_Recursive, 2, 15, 0, 0, 1
Dijkstra, 2, 3, 0.998, 0, 1
A*, 2, 3, 0, 0, 1
BFS_Iterative, 6, 15, 0, 0, 7
BFS_Recursive, 6, 15, 0, 0, 7
DFS_Iterative, 6, 12, 0, 0, 7
DFS_Recursive, 6, 12, 0, 0, 7
Dijkstra, 6, 14, 0, 0.998, 7
A*, 6, 13, 0, 0, 7
BFS_Iterative, 1, 1, 0, 0, 0
BFS_Recursive, 1, 1, 0, 0, 0
DFS_Iterative, 1, 1, 0, 0, 0
DFS_Recursive, 1, 1, 0, 0, 0
Dijkstra, 1, 1, 0, 0, 0
A*, 1, 1, 0, 0, 0
BFS_Iterative, 3, 9, 0, 0, 3
BFS_Recursive, 3, 9, 0, 0, 3
DFS_Iterative, 7, 13, 0, 0, 9
DFS_Recursive, 7, 13, 0, 0, 9
Dijkstra, 3, 6, 0, 0, 3
A*, 3, 6, 0, 0, 3
BFS_Iterative, 5, 14, 0, 0, 6
BFS_Recursive, 5, 14, 0, 0, 6
DFS_Iterative, 5, 16, 0, 0, 6
DFS_Recursive, 5, 16, 0, 0, 6
Dijkstra, 5, 11, 0, 0, 6
A*, 5, 11, 0, 0, 6
BFS_Iterative, 1, 1, 0, 0, 0
BFS_Recursive, 1, 1, 0, 0, 0
DFS_Iterative, 1, 1, 0, 0, 0
DFS_Recursive, 1, 1, 0, 0, 0
Dijkstra, 1, 1, 0, 0, 0
A*, 1, 1, 0, 0, 0
BFS_Iterative, 3, 6, 0, 0, 4
BFS_Recursive, 3, 6, 0, 0, 4
DFS_Iterative, 9, 15, 0, 0, 10
DFS_Recursive, 9, 15, 0, 0, 10
Dijkstra, 3, 7, 0, 0, 4
A*, 3, 6, 0, 0, 4
BFS_Iterative, 4, 13, 0, 0, 6
BFS_Recursive, 4, 13, 0, 0, 6
DFS_Iterative, 4, 7, 0, 0, 6
DFS_Recursive, 4, 7, 0, 0, 6
Dijkstra, 4, 12, 0, 0, 6
A*, 4, 10, 0, 0, 6
BFS_Iterative, 5, 15, 0, 0, 7
BFS_Recursive, 5, 15, 0, 0, 7
DFS_Iterative, 9, 16, 0, 0, 11
DFS_Recursive, 9, 16, 0, 0, 11
Dijkstra, 5, 15, 0, 0, 7
A*, 5, 13, 0, 0.998, 7
BFS_Iterative, 6, 15, 0, 0, 7
BFS_Recursive, 6, 15, 0, 0, 7
DFS_Iterative, 8, 13, 0, 0, 11
DFS_Recursive, 8, 13, 0, 0, 11
Dijkstra, 6, 14, 0, 0, 7
A*, 6, 13, 0, 0, 7
BFS_Iterative, 5, 16, 0, 0, 6
BFS_Recursive, 5, 16, 0, 0, 6
DFS_Iterative, 5, 11, 0, 0, 6
DFS_Recursive, 5, 11, 0, 0, 6
Dijkstra, 5, 16, 0, 0, 6
A*, 5, 16, 0, 0, 6
BFS_Iterative, 3, 13, 0, 0, 3
BFS_Recursive, 3, 13, 0, 0, 3
DFS_Iterative, 3, 15, 0, 0, 3
DFS_Recursive, 3, 15, 0, 0, 3
Dijkstra, 3, 9, 0, 0, 3
A*, 3, 7, 0, 0, 3
BFS_Iterative, 3, 15, 0, 0, 3
BFS_Recursive, 3, 15, 0, 0, 3
DFS_Iterative, 11, 16, 0, 0, 15
DFS_Recursive, 11, 16, 0, 0, 15
Dijkstra, 3, 8, 0, 0, 3
A*, 3, 8, 0, 0, 3
